Id,Geography,Target Geo Id,Target Geo Id2,Pop Apr 1,Pop Jul 1,Change Pop
0100000US,United States,310M400US46740,46740,34171,33615,-556
0100000US,United States,310M400US46780,46780,28759,28281,-478
0100000US,United States,310M400US46820,46820,13868,14041,173
0100000US,United States,310M400US46860,46860,32588,35438,2850
0100000US,United States,310M400US46900,46900,13535,12820,-715
0100000US,United States,310M400US46980,46980,58368,55178,-3190
0100000US,United States,310M400US47080,47080,36351,36080,-271
0100000US,United States,310M400US47180,47180,38440,36895,-1545
0100000US,United States,310M400US47240,47240,16535,17352,817
0100000US,United States,310M400US47340,47340,32888,31280,-1608
0100000US,United States,310M400US47420,47420,22897,22493,-404
0100000US,United States,310M400US47540,47540,45949,45804,-145
0100000US,United States,310M400US47620,47620,41811,39498,-2313
0100000US,United States,310M400US47660,47660,52595,53652,1057
0100000US,United States,310M400US47700,47700,77354,79344,1990
0100000US,United States,310M400US47780,47780,31654,33147,1493
0100000US,United States,310M400US47820,47820,47768,47079,-689
0100000US,United States,310M400US47920,47920,29035,28666,-369
0100000US,United States,310M400US47980,47980,27225,28015,790
0100000US,United States,310M400US48020,48020,83683,85129,1446
0100000US,United States,310M400US48100,48100,27731,27245,-486
0100000US,United States,310M400US48180,48180,55067,55069,2
0100000US,United States,310M400US48220,48220,27469,29036,1567
0100000US,United States,310M400US48460,48460,40398,40076,-322
0100000US,United States,310M400US48500,48500,20634,19386,-1248
0100000US,United States,310M400US48580,48580,102228,103718,1490
0100000US,United States,310M400US48780,48780,22399,35350,12951
0100000US,United States,310M400US48820,48820,42239,42855,616
0100000US,United States,310M400US48940,48940,42035,42057,22
0100000US,United States,310M400US48980,48980,81218,81455,237
0100000US,United States,310M400US49080,49080,16521,16786,265
0100000US,United States,310M400US49100,49100,51461,50825,-636
0100000US,United States,310M400US49220,49220,74749,73055,-1694
0100000US,United States,310M400US49260,49260,20081,20222,141
0100000US,United States,310M400US49300,49300,114516,115967,1451
0100000US,United States,310M400US49380,49380,21378,21924,546
0100000US,United States,310M400US49460,49460,22438,22869,431
0100000US,United States,310M400US49780,49780,86086,86183,97
0100000US,United States,310M400US49820,49820,14018,14190,172
0100000US,United States,0400000US72,72,3726157,3195153,-531004
0100000US,United States,04000E0US72,72,130989,117214,-13775
0100000US,United States,310M400US10260,10260,19483,17302,-2181
0100000US,United States,310M400US17620,17620,40512,37845,-2667
0100000US,United States,310M400US17640,17640,31078,27083,-3995
0100000US,United States,310M400US27580,27580,16642,13947,-2695
0100000US,United States,310M400US42180,42180,23274,21037,-2237
