AGE,BEDRMS,BUILT,NUNITS,ROOMS,WEIGHT,UTILITY
63,1,1975,16,4,576.8202423,42
59,4,1970,1,7,2640.675399,241
26,3,1930,6,5,1446.826265,270
37,2,1970,60,5,2033.306618,62
62,3,1975,1,5,2888.926099,105
29,1,1919,20,3,130.7008491,61
75,3,1950,1,7,1896.018741,160.1666667
55,3,1950,1,7,2463.118798,179
57,3,1920,1,6,3308.599689,575.25
-9,2,1940,1,4,1196.442857,27
49,2,1970,1,4,2657.325315,80
31,2,1950,98,4,1541.732301,0
49,2,1960,98,4,1223.921006,0
27,4,1930,1,8,3422.220157,174.9166667
34,2,1960,4,4,2518.455352,57
30,3,1975,1,7,3809.171739,337.5
-9,1,1930,8,2,2768.173713,145
40,2,1975,6,5,881.9687635,81
29,1,1975,6,4,1104.511953,49
75,2,1960,2,5,996.2601742,173
44,2,1930,1,4,1450.966358,0
69,3,1970,1,5,2312.535928,103
56,1,1960,120,3,281.2798762,0
72,3,1960,1,7,3139.261958,204.1666667
47,5,1920,1,9,3520.220768,303
72,3,1975,1,6,613.4645823,234.4166667
85,3,1930,1,8,554.1465129,140.0833333
30,2,1940,4,4,2636.58373,51
70,3,1970,1,5,2260.45367,256
31,2,1975,4,5,3883.794591,57
45,3,1960,1,6,2462.704377,324
80,2,1990,28,6,902.5032537,132
26,3,1950,1,6,910.7626846,103.3333333
30,3,1920,1,7,789.1468706,178.1666667
69,4,1970,1,8,672.0409152,279
42,3,1919,1,7,990.7449009,205
60,1,1930,32,2,3122.906893,0
63,1,1970,2,3,2340.049474,24
72,2,1950,144,4,1465.896774,0
35,4,1919,2,6,1696.299446,141
50,3,1920,1,7,1819.838788,345.6666667
43,2,1960,12,4,2830.519615,42
31,1,1919,14,3,2006.592434,107
28,3,1950,1,7,633.9640656,285.6666667
64,1,1950,60,4,412.9882126,109
-9,2,1960,1,5,397.4212901,22.25
63,4,1960,1,13,392.0680013,281
64,1,1960,8,4,443.273053,58
-9,2,1975,2,4,494.2972993,158
59,2,1950,1,5,619.3746591,227
39,3,1970,1,5,426.6964119,384
56,1,1950,200,3,719.723074,0
72,3,1950,1,5,596.4067603,268.3333333
56,2,1920,4,4,2603.564104,85
62,4,1919,1,8,589.9638281,273.5
20,0,1975,50,2,3351.53885,0
34,1,1919,50,3,636.6259212,88
59,4,1919,1,7,492.5718789,237
60,1,1940,105,3,548.9029449,42
48,5,1920,1,9,617.834567,454
30,3,1930,1,7,463.9281234,249
30,2,1919,4,4,1649.768982,76
35,2,1930,6,5,827.9057093,90
56,3,1940,1,7,803.7094937,358
58,3,1950,1,7,674.6978382,306
58,3,1970,1,6,800.7419974,166
71,2,1919,1,5,2454.818612,255
42,4,1975,1,7,2467.878065,359.25
-9,2,1975,1,4,1792.294389,66.75
62,3,1970,1,9,2533.861427,259
83,3,1950,1,6,2366.055256,336.5
63,4,1970,1,8,2463.118798,172
57,2,1975,169,4,3433.126056,0
24,1,1950,14,3,3339.043813,104.6666667
-9,2,1975,95,4,1196.442857,252
31,1,1970,8,3,2688.825496,30
30,1,1919,35,2,6370.815731,0
27,1,1960,12,3,2383.206369,25
49,3,1919,1,7,2602.254869,492.6666667
68,1,1950,3,4,2962.313516,122
31,1,1919,84,3,1591.305782,109
66,2,1930,4,5,1749.625444,272
-9,1,1960,23,3,1641.100185,59
43,3,1970,1,5,2420.480394,246
35,1,1919,30,3,2658.016553,27
31,0,1970,9,1,1247.764166,81
-9,1,1960,200,3,556.8776336,126
44,2,1970,4,4,1614.342335,116.6666667
66,2,1950,6,5,1348.007664,82
44,2,1970,1,6,1305.367289,80
52,1,1970,9,3,2444.227026,26
26,1,1919,9,3,1744.34592,79
32,3,1950,1,6,2681.745571,109
73,3,1980,1,6,2570.471207,102
70,5,1919,1,10,2342.834364,287.5
67,4,1960,1,8,2965.338593,274
34,2,1960,12,5,2583.851904,92
26,1,1930,8,4,2995.522891,69
87,1,1940,42,4,1081.097733,42
86,1,1970,197,3,2117.676432,0
50,2,1940,4,4,1128.737847,10
31,3,1920,1,5,900.8568862,110
43,1,1950,160,5,1941.956731,25
73,2,1930,3,6,942.1796161,340.1666667
68,3,1975,1,6,2625.617814,256.5833333
43,2,1919,3,4,2278.473281,81
51,2,1920,1,4,2167.510886,101
45,4,1920,2,8,2337.741851,173.4166667
-9,3,1940,1,6,1680.948978,123.5
45,2,1975,8,4,2822.093805,240.6666667
53,3,1970,1,6,2264.078972,158.1666667
32,0,1930,101,2,2327.019582,40
30,2,1970,4,4,746.9663673,123
31,1,1960,2,3,2468.694451,42
60,2,1960,4,4,2214.248287,69
24,3,1919,8,5,1646.485723,94
36,3,1960,1,7,1717.909901,198.5
49,2,1950,8,4,2367.542592,0
32,1,1940,80,3,1815.187087,62
52,1,1920,48,3,1394.609665,80
71,4,1975,1,8,2406.43888,101.3333333
56,3,1975,1,6,469.6126451,202.3333333
49,1,1960,100,3,1186.615393,78
59,4,1975,1,8,437.5562698,339.3333333
43,3,1940,1,6,581.623072,360
80,3,1960,1,8,461.4620923,600.1666667
50,3,1975,1,6,700.7341513,140
71,4,1985,1,10,468.3052106,355.5
54,3,1970,1,6,700.7341513,117
60,4,1975,1,9,518.0075737,139
27,3,1960,1,7,443.7038156,292.1666667
45,2,2008,10,4,1877.736686,222
-9,1,1940,8,3,3161.435554,70
29,1,1960,2,5,634.5545532,120
54,2,1975,1,4,2075.221765,200
56,4,1940,1,9,492.5718789,139.0833333
48,1,1930,4,3,405.6858874,0
60,3,1940,1,8,647.8667306,402.6666667
51,2,1930,1,5,405.6858874,143
43,4,1995,1,8,466.2445705,177.4166667
40,3,1960,1,6,538.0244019,142
51,3,1930,1,6,483.6666955,186.6666667
77,2,1985,1,4,516.1764023,0
52,3,1960,1,7,721.6168868,285.3333333
81,5,1940,1,8,837.3895725,192
-9,2,1985,4,5,897.6454003,72
42,3,1919,1,6,1035.093923,183
66,4,1940,1,9,795.7245974,298
47,2,1975,9,5,622.2226374,81
47,2,1950,32,4,622.2226374,28
-9,3,1919,2,5,784.3090324,72
63,5,1930,1,9,2485.546497,305
77,3,1960,1,6,2372.298155,126.0833333
36,2,1940,1,5,2528.357502,224.5
60,2,1975,3,5,3141.573211,204
64,1,1975,50,4,2745.485562,181.3333333
33,3,1930,1,6,3283.859934,177.6666667
31,2,1950,6,4,2498.524192,75
64,3,1919,1,7,2533.861427,163
-9,3,1940,1,6,1777.328729,86.25
26,5,1930,1,10,3646.789352,207
49,1,1940,89,4,1726.370134,60
40,2,1919,1,5,2441.206152,82
42,3,1975,1,6,3102.652179,197.5
-9,3,1919,12,6,556.8776336,179
52,3,1995,1,5,1973.37637,100
-9,6,1960,1,10,1910.642221,80
41,1,1940,6,3,1915.295392,193
57,3,1960,1,7,1710.192969,190.6666667
79,3,1960,1,7,2367.912795,207.1666667
-9,2,1975,6,5,1641.100185,58
70,2,1940,4,4,1545.395593,70
88,1,1950,47,3,1492.688613,82
88,5,1960,1,8,2482.361155,249
38,3,1950,1,5,2543.783219,127
63,3,1960,1,6,2610.235733,129
36,1,1920,18,4,1426.091075,113
60,2,1950,1,5,2279.683349,126
34,5,1920,1,9,2396.224278,35
55,4,1960,1,8,2659.91675,185.9166667
50,2,1919,20,4,1197.462228,69
40,1,1940,3,3,1206.399917,119
71,1,1975,98,3,247.5264377,0
89,2,1920,1,5,2489.124262,169.6666667
66,2,1940,1,7,2364.51533,191
23,2,1920,9,4,1028.577488,84
47,2,1970,12,5,3187.802012,0
31,2,1975,6,5,3317.121099,142
47,2,1960,2,4,758.285664,368
30,2,1975,4,4,2583.851904,171
70,2,1975,100,4,2405.848297,393.4166667
49,3,1920,1,6,574.5922489,139.6666667
52,1,1940,1,3,2679.63372,69
36,2,1970,5,4,2980.011191,104
52,2,1970,49,6,2443.699253,110
39,2,1960,12,5,367.6343003,0
76,3,1950,1,6,2620.63156,140
45,4,1975,1,8,1087.009234,298
44,1,1970,12,4,1772.492903,35
-9,2,1919,22,4,990.9169599,127
46,3,1960,4,5,2159.449808,113
30,3,1930,1,6,2598.299798,86.66666667
93,2,1930,3,4,1367.525391,53
32,1,1960,40,4,2068.722772,75
-9,3,1920,1,6,1779.055481,0
44,3,1960,1,6,1835.114461,449.3333333
47,2,1940,1,5,1943.997456,264.6666667
50,4,1960,1,7,2223.526223,222.3333333
45,3,1950,1,5,625.4098649,99
32,3,1940,1,6,689.5355589,207.3333333
-9,2,1930,39,4,990.9169599,127
49,2,1940,36,4,1149.649113,70
43,2,1970,1,4,463.4492792,192
56,3,1940,1,5,472.9585868,125.5
47,4,1960,1,6,508.6662365,252.3333333
39,2,1970,1,4,120.4719295,93
-9,3,2005,1,6,568.3468763,189.6666667
75,3,1985,1,8,468.3052106,191
35,3,1920,1,6,2721.451969,251.6666667
64,3,1919,1,6,2766.244594,246.0833333
47,3,1950,1,6,2618.631389,239.3333333
45,3,1950,1,6,501.6367836,150
45,3,1919,1,6,405.6858874,160
32,3,1930,1,6,1263.538397,214
54,3,1970,1,6,721.6901273,192.8333333
55,3,1920,1,6,553.7127204,266
26,2,1940,1,4,718.5265231,0
62,1,1950,2,3,563.7854429,136
57,4,2003,1,8,449.7267804,315.4166667
79,3,1940,1,6,771.0670291,223.5
-9,1,1920,28,3,595.4040915,33
70,2,1930,11,4,532.4071022,95
46,2,1919,1,6,2561.338396,276.6666667
27,1,1920,60,3,1477.941296,69
55,3,1950,3,5,1242.624897,140
38,3,1990,2,6,1017.479812,47
-9,3,1919,2,5,784.3090324,72
38,3,1919,1,6,544.381299,168
28,1,1960,150,3,1204.053981,41
50,5,1960,1,7,560.9884689,307
50,3,1950,1,5,493.845376,282
53,3,2007,1,5,654.143224,339
55,2,1960,1,6,625.0881656,237
65,5,1919,1,9,2374.116434,308.25
71,2,1919,2,8,2374.116434,369
52,1,1975,30,3,256.9667401,60
54,1,1960,16,3,101.0644388,0
41,1,1980,8,3,1770.972873,56
64,3,2002,1,6,3462.206402,350
69,1,1970,542,3,2327.501572,33
60,3,1950,1,6,2417.113506,139
-9,2,1940,1,4,1808.768123,14.58333333
78,3,1950,1,7,2762.539758,224.5833333
64,3,1930,1,5,3038.497415,136.3333333
57,0,1975,75,2,1570.534698,0
24,1,1960,30,3,2962.790668,0
21,1,1960,32,3,2874.522477,36
65,2,1920,2,5,2136.092075,62
28,3,1975,1,7,3029.912527,227
63,2,1930,1,6,3112.445705,131.25
88,3,1960,1,7,2372.298155,191
45,2,1975,1,4,2717.783471,107
-9,2,1975,2,6,1641.100185,22
59,1,1940,1,3,2664.478551,168.5
48,3,1960,1,6,2772.312324,477.4166667
31,1,1919,4,3,2036.027244,83
88,1,1975,60,4,2576.288875,43
65,5,1960,1,8,1920.943815,339.3333333
82,3,1960,1,6,579.6238132,137
77,4,1960,1,8,578.7047335,226.6666667
50,3,1975,1,6,2307.211846,144
54,1,1920,4,3,2357.182088,0
60,2,1940,25,4,1446.187323,219
44,4,1970,1,7,2100.509965,206.6666667
64,3,1950,1,7,2491.339463,250.5
50,4,1960,1,7,3006.01655,503.25
54,1,1919,300,2,1277.750619,0
30,0,1920,24,2,1627.744102,23
58,3,1950,1,6,3362.819545,120
26,1,1930,3,4,2670.795255,100
19,2,1960,4,4,3002.778632,50
41,2,1919,2,4,2133.69908,127
66,3,1960,24,5,2771.131885,97
41,3,1975,1,6,1731.270827,61
-9,1,1960,35,3,712.7098322,91
40,2,1919,4,4,865.2811518,216
74,1,1950,8,3,598.5071175,43
47,1,1930,2,4,750.8905261,241.25
66,3,1919,1,6,2301.971418,274.6666667
79,3,1960,1,7,2302.647347,145.1666667
49,3,1960,1,7,2300.668939,333.6666667
62,1,1960,12,4,540.8851969,134
59,2,1975,40,4,2383.473243,0
47,3,1970,1,5,2155.321379,254.6666667
28,2,1930,1,6,2352.535521,155.3333333
50,4,1960,1,8,2743.602518,171.8333333
38,3,1919,3,6,3798.128459,124
62,2,1960,4,4,2703.313349,25
49,2,1975,16,5,2146.915481,109
-9,4,1970,1,7,1808.768123,18.91666667
51,2,1970,4,5,1064.982384,143.5
75,2,1975,8,4,1091.363887,77.91666667
41,1,1970,126,3,1257.467862,53
52,3,1995,1,8,593.5791779,406.25
33,1,1960,18,4,950.634429,92
35,2,1950,4,5,1917.731878,50
65,2,1919,1,5,3687.851182,147.5
63,4,1930,1,8,2659.91675,422.6666667
-9,0,1950,49,2,990.9169599,0
64,1,1975,20,3,2746.103472,42
61,2,1960,1,4,2516.401857,147.0833333
28,3,1920,1,6,2951.405783,131
-9,3,1920,1,6,1779.055481,91
40,3,1960,1,6,1791.688542,169.6666667
48,3,1920,8,5,1125.445602,108
63,1,1930,72,3,1244.986487,77
57,1,1960,70,3,1244.986487,65
82,4,1960,1,8,464.5236278,473.4166667
66,2,1920,48,4,341.3519341,45
81,4,1970,1,9,421.3306332,406.3333333
-9,3,1950,1,6,397.4212901,22.25
86,3,1950,1,6,425.2296947,218.9166667
57,2,1985,220,5,459.3152239,110
40,3,1950,1,6,463.7891903,315.75
57,3,1960,1,6,596.425971,374.25
53,4,1960,1,7,2656.296005,139.8333333
67,3,1930,1,5,2549.392906,105.0833333
56,2,1919,1,4,2928.690333,154
52,3,1940,1,6,2671.621102,469.4166667
21,3,1975,1,5,2939.449663,151.6666667
33,4,1960,1,6,3255.242154,253
50,3,1975,1,7,2634.607874,654.75
37,4,1920,1,7,637.6653293,401
74,3,1970,1,7,465.3260723,552
68,1,1960,11,3,671.9822046,43
30,1,1960,11,3,812.9988124,0
34,2,1960,4,5,825.2477823,138.6666667
63,3,1919,2,6,593.7874335,132
-9,3,1950,1,6,371.7849494,70.83333333
46,1,1975,12,4,619.387426,48
55,4,1995,1,8,352.8925232,268.6666667
28,2,1919,2,7,822.0283775,150
66,3,1950,1,7,2258.816228,168.9166667
59,4,1920,1,10,2487.435588,385.1666667
21,1,1919,12,3,1394.380251,92
46,1,1950,50,3,1198.880423,42
73,1,1950,54,3,1115.859785,63
23,4,1919,3,6,820.1854433,139
29,4,1919,1,8,749.9266684,177
-9,1,1940,1,3,784.3090324,0
27,3,1970,1,4,318.7213503,265.3333333
57,1,1960,1,3,618.6270207,0
-9,3,1920,3,5,784.3090324,70
50,3,1950,1,5,981.8377506,235.3333333
32,3,1950,1,5,629.8391188,180
75,1,1960,16,3,2835.379678,37
-9,2,1970,10,5,1680.948978,158.5
36,3,1960,1,7,2118.790767,273
63,1,1960,144,3,1890.819534,74.83333333
59,1,1970,90,4,2289.841905,163
29,3,1950,1,5,3867.783457,317.6666667
30,2,1985,1,4,2482.877614,125.1666667
-9,2,1970,201,5,1377.918954,90
65,2,1970,62,5,2562.51413,74
23,2,1930,1,4,2740.179079,84
58,4,1970,1,8,2399.641194,84
71,2,1975,1,7,2253.27951,319
-9,4,1970,1,8,3310.936479,296.75
69,3,1970,1,5,2489.124262,180
64,2,1950,1,5,2740.845657,337.5
48,3,1980,1,5,2445.263828,129
55,2,1960,25,4,2201.187285,115
58,2,1975,156,4,1257.270195,88
46,1,1919,4,4,1241.455956,114
71,3,1975,1,6,2947.128134,129
69,3,1975,1,6,2625.617814,450
67,2,1970,24,4,2590.401779,28
33,3,1920,1,6,2330.3411,162.0833333
44,3,1950,1,7,2281.896996,121
41,3,1919,1,6,3237.523424,120.9166667
85,1,1970,110,3,1765.414461,16
56,4,1950,1,7,1977.298891,153.8333333
81,3,1950,1,6,578.1192749,219.3333333
29,2,1930,1,7,2728.127431,259
47,2,1975,132,4,1130.163066,0
33,2,1980,1,4,2251.650077,126
32,1,1975,16,4,2230.933075,120
27,3,1940,69,5,1452.271937,100
63,2,1930,25,4,1446.187323,73
84,2,1920,42,4,1206.583255,98
65,6,1920,1,12,2302.647347,410
31,3,1975,1,5,2708.029809,274
56,4,1960,1,7,2399.641194,328
49,2,1919,1,5,2614.653919,155.3333333
28,2,1975,10,4,1104.511953,74
70,1,1970,12,3,921.4858769,24
37,3,1950,1,6,2809.095758,0
33,2,1930,1,4,2918.44316,218
-9,1,1960,117,3,1489.0637,38
44,2,1960,2,6,907.1779181,174
29,1,1960,16,4,1014.740961,91
28,2,1950,4,4,994.6151355,64
-9,1,1960,4,3,712.7098322,98
-9,2,1950,50,5,496.148002,42
62,3,1940,1,8,2533.861427,416.6666667
45,2,1919,2,6,1944.924821,78
47,3,1919,3,5,3216.033224,125
39,3,1950,6,5,2294.026177,0
61,2,1919,1,6,3070.180191,211.1666667
51,1,1940,8,4,2901.063124,125
-9,4,1970,1,7,1680.948978,121
37,3,1940,1,6,2125.201986,354
42,3,1975,1,6,567.99368,194
70,4,1960,1,9,736.0523597,279.3333333
46,3,1970,1,6,510.84396,158.1666667
61,4,1960,1,7,764.3980747,228
26,4,1960,1,8,889.7232803,233
53,3,1970,1,5,555.2516964,279
35,4,1960,1,8,680.5995684,226.3333333
47,2,1919,40,4,1446.187323,157
35,1,1960,12,3,987.5137323,66
61,2,1940,4,5,1778.665264,65
23,2,1970,6,4,916.2489157,0
35,4,1960,1,8,2571.511287,251
78,3,1919,20,5,1428.701843,148
38,0,1975,20,2,1554.310611,48
22,5,1930,1,10,3644.43399,252.6666667
34,3,1940,1,5,2706.819199,274.6666667
-9,2,1970,12,4,1680.948978,119
45,1,1919,36,4,1638.889398,75
-9,1,1919,4,4,1196.442857,86
48,3,1930,1,6,2606.682615,194.75
36,2,1970,5,4,1914.939382,47
31,1,1960,4,4,2459.219803,52
62,3,1975,1,7,2664.719071,151.6666667
67,2,1970,207,5,1440.436608,0
60,2,1950,1,5,2203.821029,130.1666667
82,4,1940,1,7,1771.268799,254
85,4,1919,1,8,2515.069194,201
60,5,1940,1,9,1615.754901,411.8333333
34,6,1940,1,9,1864.71379,331.6666667
73,3,1930,1,11,1805.089437,337.75
41,3,1960,2,6,1686.335591,229
60,3,1995,1,7,324.8858604,138
22,2,1975,1,5,591.5267425,77
42,3,1940,1,7,463.7891903,182.6666667
74,3,2000,1,6,433.1249371,231.6666667
70,2,1919,60,4,487.5243881,121
38,3,1960,1,6,426.6964119,409.5
56,3,1995,1,6,821.4047616,80
-9,4,1950,1,8,498.3932279,125
46,1,1960,7,3,512.3481254,92
26,4,1950,1,8,764.9308096,499
56,2,1930,2,5,504.1224872,344
65,2,1950,3,4,2159.599742,111
49,3,1985,1,5,60.99101539,119
67,1,1975,34,3,2456.319584,76
40,2,1970,4,4,2110.185571,23
53,3,1950,1,7,2498.749759,361.25
31,3,1940,1,6,2665.897164,291
29,1,1975,12,3,3233.479512,103
35,4,1930,1,9,2883.779894,345.8333333
65,4,1920,1,7,2532.820474,507.25
93,4,1960,1,7,2372.298155,393.25
65,5,1975,1,7,2532.820474,247.3333333
55,6,1919,1,10,478.4203044,297
68,4,1930,1,8,438.2256007,745.9166667
62,4,1940,1,11,612.0910703,454.3333333
42,4,1930,1,7,517.967088,534.3333333
60,2,1990,1,5,546.802789,344.3333333
74,4,1919,1,9,584.6502856,610.6666667
60,5,1970,1,9,618.8827723,369
28,3,1970,1,6,964.9474135,142.6666667
42,3,1930,1,8,2208.655357,247.3333333
40,2,1920,1,5,2379.012433,320.6666667
34,2,1919,2,4,2694.343349,149.3333333
51,4,1970,1,8,1971.065685,290
30,1,1930,114,3,1541.732301,56
48,2,1950,12,4,1692.585597,82
61,3,1950,1,6,720.1255565,411.3333333
84,4,1930,1,7,507.2121443,244.3333333
-9,1,1950,4,3,784.3090324,83
61,2,1930,1,6,720.1255565,409
67,3,1950,1,6,714.5947063,176.8333333
84,0,1970,17,1,2122.514533,22
-9,3,1975,1,6,1680.948978,190
-9,3,1919,1,6,1792.294389,50
84,5,1940,1,10,2482.258899,274
77,2,1970,1,6,2576.178558,173.0833333
56,3,1975,1,5,1891.129615,140.1666667
87,3,1919,1,8,2552.966076,194
21,4,1975,1,11,2102.46104,223
35,2,1950,35,4,1446.187323,0
61,3,1950,5,6,1977.215978,173.6666667
32,2,1950,30,6,1758.639097,0
20,3,1920,84,5,2834.544763,68
54,3,1930,1,6,2487.948189,218.3333333
-9,2,1970,22,4,1489.0637,0
42,1,1960,6,3,2737.31934,116
40,1,1960,5,3,2574.488194,135
52,2,1970,80,5,2284.43399,84
22,2,1950,1,4,3637.003119,51.41666667
50,1,1975,8,3,2516.642312,91
37,2,1919,5,4,1160.569236,133
61,3,1975,1,7,3638.078403,200
53,3,1975,1,6,2537.110817,217.5
59,2,1919,2,5,3199.085364,0
48,3,1970,1,7,2519.547202,128
63,2,1950,1,6,2673.481016,102.5833333
44,4,1960,1,8,3237.523424,236.4166667
58,2,1975,4,4,2810.23831,46
32,2,1950,1,4,2724.070079,199
34,3,1930,1,7,2268.829278,212.25
-9,3,1950,1,6,1777.328729,72.41666667
45,3,1950,1,5,2005.402444,134
32,4,1960,1,8,2968.757019,341.3333333
37,2,1919,5,4,1160.569236,190
56,1,1975,4,4,3077.731669,60.33333333
42,2,1950,1,4,1936.815038,36
37,1,1975,4,3,2530.326637,88.66666667
28,1,1919,30,3,1591.305782,66
-9,2,1960,56,4,1546.601936,65
76,5,1975,1,9,2532.820474,545.3333333
65,3,1930,1,6,2485.513317,377.25
64,3,1950,1,5,3495.922318,93.5
71,3,1960,1,7,2485.513317,152.4166667
56,3,1920,1,7,2659.91675,252
72,2,1960,12,5,1817.334207,29
33,1,1930,12,4,3243.632474,124
-9,2,1919,2,5,1780.6566,28
38,0,1950,33,2,1554.310611,33
26,0,1940,72,3,1830.544106,58
76,2,1950,9,4,1788.121387,55
-9,1,1975,12,3,1489.0637,0
35,2,1960,1,6,2695.093462,300.3333333
58,3,1950,1,6,2677.320783,335.6666667
43,3,1930,1,7,2699.439627,467.5833333
80,3,1960,1,6,3121.145458,155
16,1,1970,12,3,2534.098472,26
86,2,1970,122,4,1928.841369,32
56,2,1980,1,6,535.701396,186
35,4,1940,1,6,809.3321609,228.6666667
24,1,1975,10,3,1254.041208,70
48,4,1960,1,8,769.3715231,222.5
49,5,1950,1,9,657.7714088,329.9166667
-9,3,1919,4,5,583.0411705,190
45,2,1950,4,4,1303.921676,80
43,4,1960,1,7,620.9297348,211.3333333
80,1,1990,9,3,384.4039013,174.75
26,2,1960,1,4,638.4267694,448
56,3,1950,1,7,2945.670972,292.4166667
48,4,1919,1,11,2663.325961,325.5833333
49,1,1950,12,3,2447.436802,76
30,4,1975,1,7,2231.904082,88
37,3,1919,1,7,2739.828563,247.6666667
52,5,1970,1,7,2292.169441,438.6666667
-9,2,1960,1,4,1489.0637,0
45,1,1970,4,3,2409.499352,116
33,1,1975,4,3,2821.998758,74
-9,2,1950,1,5,1808.768123,138
-9,3,1975,8,5,1546.601936,55
49,3,1980,1,7,2306.023009,343
65,2,1995,1,4,540.8025019,128
57,3,1920,1,6,721.4494287,305
48,3,1960,1,5,718.3194432,165.75
60,3,2006,1,5,1113.503414,151
31,1,1970,6,3,798.1036159,76
57,3,1995,1,7,505.2216121,223.25
33,2,1975,1,4,798.1036159,170
55,3,1919,94,7,1474.772962,110
33,3,1940,1,8,1953.821234,509.3333333
50,2,1919,20,4,1728.985858,87
76,2,1975,85,5,534.2086353,0
40,1,1930,85,4,1405.480749,67
50,3,1950,1,5,2503.127365,169
43,2,1975,10,4,2129.329415,37
70,3,1975,1,7,2482.258899,495.75
55,3,1975,1,5,2321.089237,320.6666667
77,3,1975,1,5,3012.669761,215.5
42,3,1975,306,6,1082.279982,79
60,0,1975,3,2,1393.076799,56
64,3,1960,1,6,1517.743309,800.6666667
59,2,1930,2,6,1249.067672,122
19,2,1950,4,4,2601.413741,132
61,3,1975,1,5,2524.698636,186.3333333
24,3,1920,1,5,3159.662556,263
52,2,1930,1,5,2283.966512,151.6666667
52,3,1950,1,6,2618.631389,174
60,1,1980,11,5,484.6775013,90
65,3,1950,1,6,462.1949712,268.3333333
71,2,1995,1,5,304.9989657,231
-9,2,1990,30,4,709.786677,49
71,2,1950,1,5,452.9640289,249.6666667
93,2,1920,2,5,491.4416557,31.08333333
58,4,1970,1,6,2287.457789,408
35,1,1960,30,3,1815.166701,85
50,2,1950,40,4,3153.885642,142
45,3,1975,1,7,2969.174497,217
79,2,1950,1,5,2522.072761,147.6666667
67,3,1975,1,6,2873.673001,289.6666667
70,3,1950,1,7,2451.096857,359
29,3,1920,1,6,842.5283497,297
27,3,1930,1,6,858.6503422,138
59,2,1950,1,5,2399.628961,170.0833333
85,1,1975,12,3,546.4520423,0
47,4,1930,1,8,540.6078066,158.6666667
39,2,1970,8,4,400.0270098,74
49,3,1970,1,5,548.6996711,374
78,3,1950,1,7,727.7047748,176.6666667
68,4,1975,1,8,579.1838523,239.3333333
69,3,1940,1,7,470.0124736,191
42,3,1920,1,8,650.7901103,516
33,3,1930,1,5,742.5933996,187
28,4,1950,1,7,665.2886473,286.3333333
22,1,1920,4,3,2276.247373,54
34,1,1950,18,3,2003.147091,40
27,1,1970,60,4,2770.770342,78
64,2,1975,12,5,2625.389287,0
60,2,1960,63,4,1195.760524,87.66666667
65,2,1920,1,5,894.9572292,224.8333333
-9,2,1950,6,5,784.3090324,56
75,4,1930,1,7,933.8201456,252.6666667
69,6,1919,1,12,795.7245974,819.1666667
55,1,1960,6,4,618.6270207,121
-9,2,1950,20,5,784.3090324,121
67,5,1920,3,8,845.1629062,132
-9,2,1990,1,4,1252.969311,0
57,2,1940,2,4,2553.112785,163.6666667
61,2,1920,1,6,2689.041485,215
47,4,1970,1,7,2824.602393,375.75
67,2,1960,4,4,2658.051726,38
34,3,1970,2,5,2660.544961,106
74,4,1960,1,7,2412.788332,324.6666667
52,4,1970,1,7,2421.838698,453.8333333
27,3,1970,1,5,2704.593199,127.1666667
45,3,1960,1,7,2421.838698,371.6666667
36,3,1950,17,5,1997.47799,94
61,3,1950,1,5,2740.845657,331.3333333
44,3,1960,1,7,2528.357502,238.5
60,3,1920,1,6,2659.91675,175.5
49,2,1950,1,5,2383.693202,136
47,3,1940,1,6,2346.151865,174.6666667
37,2,1960,4,4,3180.125896,61
51,2,1975,5,6,3154.058548,198
48,2,1940,100,4,2590.599587,58.33333333
68,3,1975,1,7,2514.498514,203.5833333
24,2,1970,12,4,3017.714287,32
32,3,1970,1,6,2453.067158,197.5833333
31,2,1950,1,5,2174.241451,67
49,3,1960,3,5,1369.713374,110
65,4,1960,1,8,2797.98181,247
54,1,1920,1,3,2774.765496,136.75
46,3,1950,1,5,2428.724152,208
40,3,2002,1,6,2895.750566,192.8333333
-9,4,1960,1,6,2976.428296,40.58333333
47,5,1970,1,10,2663.325961,451
29,2,1975,72,4,3303.875581,30
-9,3,1975,1,5,1377.918954,192.5833333
56,4,1970,1,8,2649.391796,611
65,3,1970,1,7,2552.966076,141
37,3,1920,2,6,1723.716513,150.1666667
72,4,1960,1,7,1543.318649,751.25
32,4,1970,1,8,1764.751592,387
70,4,1920,1,8,1543.318649,324.3333333
70,2,1960,4,4,2756.51069,63
-9,1,1975,48,3,1680.948978,116
49,2,1920,2,4,2716.024801,195
68,3,1970,1,6,574.3090647,256.8333333
62,3,1970,1,6,611.7558273,199.9166667
61,5,1919,1,13,2398.762277,397
82,1,1940,1,3,2392.090742,214.1666667
22,1,1970,35,3,1856.707013,60
84,3,1950,1,5,2386.77174,168.6666667
40,3,1960,1,5,2033.306618,216.1666667
49,3,1970,1,7,2500.631905,160.3333333
51,1,1940,4,4,2676.773294,0
66,2,1919,29,4,1513.031809,102
22,5,1960,1,9,2345.500043,189
48,2,1960,4,4,2096.102474,53
49,1,1970,8,3,2249.774282,69
72,2,1970,1,6,3866.212038,195
74,4,1950,1,8,2323.251128,246.0833333
79,5,1970,1,10,2515.069194,722.8333333
52,3,1940,1,6,2487.948189,191.1666667
44,2,1950,1,4,2202.32679,227.5
38,2,1970,54,4,1684.555157,51
-9,2,1919,2,5,1780.6566,122
